Course,Course Title,Description,prerequisites,preq_notes
Kinesiology and Sport Studies,KINE 3020 Biomechanics of Kinesiology and Sport  (4 Credits),"biomechanics of kinesiology and sport entails the study of mechanics applied to the biological systems of the body, with a focus on athletic and human movement performance. students learn foundational knowledge of biomechanical principles and laws to explain how the body functions to produce movement, which can be used to analyze and enhance movement and quality of life in a variety of settings (e.g., athletics, wellness, sports science, coaching). prerequisite:kine 2035 or biol 3241.","BIOL 3241, KINE 2035",
Kinesiology and Sport Studies,KINE 3021 Biomechanics of Kinesiology and Sport Lab  (1 Credit),"biomechanics of kinesiology and sport lab facilitates students applied skills in the kinematics and kinetics of human movement, with a focus on sport, wellness, and clinical settings. students collect and analyze data generated from movement analysis technology and make recommendations for how to improve function and reduce dysfunction. a variety of human and athletic movements are explored, and students learn to improve movement performance and reduce injury. prerequisite: kine 2023 or biol 3241.","BIOL 3241, KINE 2023",
Kinesiology and Sport Studies,KINE 3025 Prevention and Care of Athletic Injuries I  (4 Credits),"this course introduces students to the principles and practices of sports medicine, athletic training, and the sports performance team. in this first course in a two-course series, students learn about the professional development and responsibilities of healthcare providers and juxtapose this to sport, fitness, and wellness providers who often have different goals and environmental pressures. course topics also include risk management, pathology of sports and movement injury, management skills, musculoskeletal conditions, and general medical conditions. prerequisite:kine 2035 or bio 3241.","BIO 3241, KINE 2035",
Kinesiology and Sport Studies,KINE 3026 Prevention and Care of Athletic Injuries II  (4 Credits),"in this second course, in a two-course series, students learn about the professional development and responsibilities of healthcare providers and juxtapose this to sport, fitness, and wellness providers who often have different goals and environmental pressures. this course introduces students to the principles and practices of sports medicine, athletic training, and the sports performance team. course topics also include risk management, pathology of sports and movement injury, management skills, musculoskeletal conditions, and general medical conditions. prerequisite:kine 2035 or biol 3241.","BIOL 3241, KINE 2035",
Kinesiology and Sport Studies,KINE 3030 Strength and Conditioning Coaching  (4 Credits),"this course focuses on developing students’ applied leadership, management, and instruction skills, and professional judgment in kinesiology and sport fields, with an emphasis on strength and conditioning and fitness contexts. students learn to instruct a variety of strength and conditioning methods, such as speed, plyometrics, agilities, resistance training, and strength athletics (e.g., atlas stones, highland games). students also learn about the associated ethical, psychological, sociocultural, pedagogical, andragogical, and political aspects and issues with the practice of being a strength and conditioning and health and wellness practitioner. the course will also help students seeking certification with the national strength and conditioning association and related organizations. prerequisite:kine 1005 or kine 1015 and kine 2035 or biol 3241.","BIOL 3241, KINE 1005, KINE 1015, KINE 2035",
Kinesiology and Sport Studies,KINE 3031 Scientific Aspects of Strength and Conditioning  (4 Credits),"scientific aspects of s&c prepares students to understand the scientific research areas informing strength and conditioning practices. students will learn about foundational scientific ways of understanding the human and athletic body, particularly the varying systems of the human body, endocrine responses, and anaerobic and aerobic adaptations to training. additional, rudimentary consideration will be given to psychological, nutritional, and organizational aspects of strength and conditioning. the course will also help students seeking certification with the national strength and conditioning association and related organizations. prerequisite:kine 1005 or kine 1015 and kine 2035 or biol 3241.","BIOL 3241, KINE 1005, KINE 1015, KINE 2035",
Kinesiology and Sport Studies,KINE 3035 Physiology of Sport Performance  (5 Credits),"sport physiology is the study of how sport participation, physical activity, training, and/or exercise alters the structure and function of systems of the body. this course examines the acute physiological responses and chronic adaptations of the muscular, endocrine, cardiovascular, metabolic, respiratory, and immunological systems of the body as they apply to sport performance. environmental influences (e.g., altitude and heat), performance choices (e.g., nutrition), and selected developmental considerations (e.g., as related to identity and aging differences) are discussed as they intersect with physiological performance for sport participation and performance. a foundational understanding of sport physiology is needed for the advanced study of many kinesiology topics and careers, such as strength and conditioning, sport science, athletic training, sport psychology, and allied health fields. by design, this course focuses on sport physiology topics to prepare students for applying training principles, methods, programs, and practices to a variety of kinesiology and sport contexts and sport participants.",,
Kinesiology and Sport Studies,KINE 3980 Internship in Kinesiology and Sport  (0-8 Credits),"the purpose of this course is to provide students in the kinesiology and sport studies major an experience for gaining knowledge, skills, and attitudes in related career fields through experiential learning and reflective practice. through real-world experience, students will develop a more accurate and nuanced understanding of the realities of everyday practice in kinesiology and sport. these experiences are essential for students in the major to test out, integrate, negotiate, and transform their newly acquired theoretical and evidence-based academic subject knowledge within the realities of everyday practice. during internship, students will complete additional course assignments via distance technologies.",,
Kinesiology and Sport Studies,KINE 3991 Independent Study  (0-10 Credits),independent research/study.,,
"Language, Literature and Culture",CLTR 2100 Introduction to Literary and Cultural Studies  (4 Credits),"this course is an introduction to the comparative study of literature and culture across the boundaries of language, genre, nation, artistic medium, historical period, and socio-political context. it focuses both on the methods of literary theory and on the practical applications of critical tools to literary and cultural analysis. texts and topics reflect ll&c’s curricular strengths and include critical theory, film, literature & the other arts, world literature, european languages and literatures, and translation. prerequisite is the completion of 1003 or higher in any language taught at du. readings in english with a reflective module conducted in the target language. this course provides a critical foundation that supports students’ continued language-specific curricula in the department of languages, literatures & cultures. students will work on developing reflective, interpretive and analytical competencies, in order to apply these competencies in future courses.",,
"Language, Literature and Culture",CLTR 2200 Journeys in World Literature  (4 Credits),"how does literature take readers on voyages around the world and how does it lead us on quests to self-discovery and self-cultivation? structured around the theme of “journeys,” this course explores the literature and culture of multiple geographic and linguistic regions. students will become acquainted with important contexts and critical tools to understand a variety of journeys across cultures and time. we will examine journeys both literally and figuratively and may focus on a selection of the following: epic quests, travel literature, immigration narratives, as well as the bildungsroman, auto-biography, self-writing, and others. students will also be introduced to the field of digital humanities. this courses provides hands-on training for utilizing stanford university’s web-based platform, palladio (https://hdlab.stanford.edu/palladio/). palladio is an innovative, free research tool used to visualize complex multi-dimensional data. students will discover and gather data while researching journeys and acquire the skills necessary to create visualizations of this research, further preparing them for dh research in the 21 st century. this course provides a critical foundation that supports students’ continued language-specific curricula in the department of languages, literatures & cultures. students will work on developing reflective, interpretive and analytical competencies, in order to apply these competencies in future courses.",,
Leadership,LDRS 2000 Foundations of Leadership  (4 Credits),"ldrs 2000 focuses on developing an understanding of the foundations of leadership through an overview of leadership theories and definitions, an exploration of the present and future contextual demands on leaders, and in-depth self-assessment which includes identification of strengths, weaknesses, social identity, and leadership practices. the course will also explore the role of leadership and followership in teams.ldrs 2000 is designed to broaden your understanding of what constitutes leadership while challenging you to understand yourself better and begin to apply civically engaged leadership in new ways. this course is designed to broaden your understanding of ""who"" and ""what"" constitutes leadership.",,
Leadership,"LDRS 2017 Inclusive Leadership  (1,2 Credit)","in this academic entree to the study of leadership, we explore the fundamental nature of leadership and how to develop as students of leadership in a diverse world. this course encourages students to discover their personal identities, values, preferences, risk-taking propensity and other characteristics as these relate to their leadership potential. students integrate learning in a personal leadership statement, declaring what they stand for as an inclusive leader. we explore the idea of ""community"" and our obligations to take on a leadership role in the community with whom we identify. service as an act of leadership will be expected both as a course requirement and overall program requirement in the pioneer leadership program. prerequisite: membership in the pioneer leadership program (plp), or permission of plp faculty.",,"membership in the pioneer leadership program (plp), permission of plp faculty"
Leadership,"LDRS 2018 Leadership: Theory to Innovation  (1,2 Credit)","this course continues the process of learning about leadership as a process and the role of the leader and follower in that process. particular attention will be paid to developing passions, self-interests and facilitation skills that allow leaders and followers to innovate and create change. service as an act of leadership continues both as a course requirement and overall program requirement in the pioneer leadership program. prerequisites:ldrs 2017 and membership in the pioneer leadership program (plp), or permission of plp faculty.",LDRS 2017,"membership in the pioneer leadership program (plp), permission of plp faculty"
Leadership,"LDRS 2019 Teaming for Social Change  (1,2 Credit)","teams are the primary vehicle by which many, if not most, complex tasks are accomplished in our society. as a result, there is an increasing demand for leaders who can build, lead and participate in effective teams. with this course, you are completing your first-year sequence as a student of leadership. it will help lay the theoretical and conceptual foundations you need to prepare you to (a) reflect on teams of which you have been a part; (b) develop strategies for making your teams more effective, whether you are a leader or a team member; and (c) help you develop skills for your sophomore service project. prerequisites:ldrs 2018 and membership in the pioneer leadership program, or permission of plp faculty.",LDRS 2018,"membership in the pioneer leadership program, permission of plp faculty"
Leadership,LDRS 2021 Leadership and Social Movements  (1-2 Credits),"this course continues the process of learning about leadership as a process and the role of the leader and follower in that process. particular attention will be paid to developing passions, self-interests and facilitation skills that allow leaders and followers to innovate and create change. service as an act of leadership continues both as a course requirement and overall program requirement in the pioneer leadership program. prerequisites:ldrs 2017,ldrs 2019 and membership in the pioneer leadership program (plp), membership in the colorado women's college or permission of plp faculty.","LDRS 2017, LDRS 2019","membership in the pioneer leadership program (plp), membership in the colorado women's college permission of plp faculty"
Leadership,LDRS 2040 Leading Community Change  (4 Credits),"this course builds on the themes we began in the first-year plp sequence. specifically, we continue to expand your understanding of community, citizenship, and spheres of influence. last year, you explored theories of leadership as well as your own assets and passions you carry into leadership. during the second-year course series we learn how to think strategically and act purposefully to make change happen in a larger context—the community. this course asks you to look at and practice leadership as a relational process that brings people together around common interests in order to effect positive change within institutions and/or communities. we will examine and practice key leadership concepts including self-interest, power, and collaboration. we will also practice specific leadership strategies, including 1-1 interviewing techniques, issue research, developing mission statements and action plans, and conducting community research. prerequisites:ldrs 2017,ldrs 2018,ldrs 2019 and membership in the pioneer leadership program (plp), or permission of the plp faculty.","LDRS 2017, LDRS 2018, LDRS 2019","membership in the pioneer leadership program (plp), permission of the plp faculty"
Leadership,LDRS 2050 Collaborative Leadership: Local Perspectives  (2 Credits),"this course is a continuation of ldrs 2040 and the exploration of the topics of collaborative leadership and community change. in this course you will begin the implementation of the community change initiatives you developed in ldrs 2040. to effectively enact community change, “change agents” must manage project logistics, continually develop as leaders, and be competent communicators. by the end of this course, you will further develop your abilities to effect community change through knowledge and awareness of strategies to effectively impact these areas. prerequisites:ldrs 2017,ldrs 2021,ldrs 2019,ldrs 2040 and plp membership or approval.","LDRS 2017, LDRS 2019, LDRS 2021, LDRS 2040",plp membership approval
Leadership,LDRS 2060 Collaborative Leadership: Global Perspectives  (2 Credits),"this course is a continuation of ldrs 2040 and ldrs 2050. we will pursue the exploration of leadership and community change adding a focus on global cultural differences. in ldrs 2050, much of our class was devoted to communication, particularly “crucial conversations,” where we applied new ideas and skills to leadership and followership in cci teams. this quarter, we will focus on communication skills in diverse cultures and how leadership is enacted and perceived in different cultures around the globe. students in this course will also finalize the implementation of their cci developed in ldrs 2040 and ldrs 2050. community change initiatives require students to understand the communities where they live and work, to be confident in the appropriateness of their community change efforts, and to fairly and conceptually assess their efforts and impacts. by the end of this course, you will develop a deeper understanding of the community change process. prerequisites:ldrs 2050 and plp membership or plp approval.",LDRS 2050,plp membership plp approval
Leadership,"LDRS 2070 Envisioning & Enacting Anti-Racist, Feminist Leadership  (2 Credits)","this course explores the complex intersections of race, gender, and the complexities of setting life goals for leadership. students will consider race and gender as a socially constructed concepts and discuss the biases and systemic barriers in which these constructs have developed and how this may influence their understanding and enactment of leadership. the course focuses on practical application of goal setting, career planning, and tools for navigating systemic barriers to leadership. to address these perspectives, the course reviews research from a variety of disciplines, including education, social psychology, sociology, economics, and management and organizational science.",,
Leadership,LDRS 2100 Finding Our Path: Discovering Meaning and Purpose  (4 Credits),"the finding your way course is an opportunity to slow down and identify your passion, deep commitment, and calling. to locate a more holistic center, a sovereign-self, away from the influences of academic work, social-networks, family, or self-imposed expectations. in the midst of the busy and compressed experiences of campus life it is easy to lose track of one’s intrinsic drive, an internal-compass of meaning and purpose. the finding your way course is an invitation to meet and develop relationships and sense of belonging with fellow du students who are also struggling with finding ways to understand the emerging sense of self at the interface between the demands of academia, larger social pressures, and expectations from loved ones. nationally the rates of depression, anxiety, burnout, cynicism, and loss of heart are increasing on college campuses. it seems that many students are in need of tools and strategies for locating meaning and purpose in their academic life, to make sense of the tension between self and external demands. the finding your way course will address these concerns by: -disconnecting from the pace and intensity of campus life through dedicated time for rest and personal renewal; -developing a more wholehearted and integrated self by exploring sources of fragmentation; -seeking a deeper understanding of identity and sense of purpose through reflection; -connecting with fellow du students so as to develop a sense of collegial belonging; and -experiencing the healing gift of being listened too at the deepest levels of your heart. finding your way course is structured around a retreat format consistent with courage to teach practices and principles that have guided the inner-work of young leaders, students, teachers, physicians, faith leaders and members of the helping professions for over 20 years. you and a group of 20-25 du students are invited (not required), through small group conversation, reflective readings, personal time, journaling, and art to find your way toward wholeness. the retreat will provide participants with greater clarity on how to slow down and attend to one’s deep sense of selfhood with courage, fearlessness, and imagination.",,
Leadership,LDRS 2120 Mentorship: Theory to Practice  (2 Credits),"whether being mentored, or mentoring another person, understanding how to make the most of the experience is important. this course will explore the theory and practice of mentoring. students will explore mentoring philosophy, design, implementation and assessment, as well as the potential benefits and pitfalls of mentoring relationships. they will examine diversity and inclusion in mentoring and the impact of mentoring in different academic pursuits and professional capacities. students will have the opportunity to hear from professionals who have utilized mentoring in their careers, research important elements of mentoring for their desired career paths, design their “ideal” mentoring experience from both the mentee and mentor experience, and learn how assessment can help evaluate the effectiveness of mentoring programs.",,
Leadership,LDRS 2130 Listening and Discernment  (2 Credits),"leadership scholars and practitioners alike name listening as an essential practice of creating change and building sustainable and healthy relationships. the ability to hold a listening-first disposition aids a leader’s ability to engage with the volatile, uncertain, complex, and ambiguous (vuca) modern world. without listening and discernment practices, the distinction between one’s intention/impact, power over/power with, and tyranny/leadership is unknowable. in this course, students will learn about different models of effective, active, and embodied listening. true listening and discernment is an active practice, which can be grown and developed into a generative habit. by learning practices and approaches for listening and discernment as a means of enriching one’s capacity to create generative social change.",,
Leadership,LDRS 2310 Leadership in a Virtual World  (4 Credits),"distributed organizations are commonplace in the high-tech world in which we now find ourselves living and working. leading in private and public settings requires a developed set of skills to utilize the virtual environment to advance a shared goal. technical skills and communication take on new importance for leading virtually. this course focuses on these new realities of today's work and community environments. through readings of current research on virtual work and team leadership as well as online assignments to recognize, practice and develop needed skills, students gain a strong foundational understanding of what constitutes effectiveness in virtual work and community leadership.",,
Leadership,LDRS 2340 Gender and Leadership  (4 Credits),"this course explores the complex intersections of gender and the intricacies of enacting leadership. students will consider gender as a socially constructed concept and discuss the historical inequities in which this construct has developed and how this has influenced their understanding and enactment of leadership. this course considers the experiences of trans*, genderqueer, ciswomen, and cismen leaders, as well as concepts of gender expression and the intersectionality of identities as influencers on leadership access and practice. to address these perspectives, the course reviews research from a variety of disciplines, including education, social psychology, sociology, economics, and management and organizational science.",,
Leadership,LDRS 2360 Leadership in Film  (2 Credits),"this course initiates a thoughtful consideration about the nature of leadership by ways of film analysis of narrative-based films. a focus on discernment regarding the personal, organizational, systemic, and global levels of leadership lends this courses use of narrative analysis and semiotic film analysis. however, students are encouraged to use whatever analysis styles they resonate with the most to delve into the elusive and complex emergence of leadership of the film and the making of the film. through seeking understanding in dialogue with fellow learners, students are encouraged toward greater discernment of the person, the collective, and the context with regard to the dynamic systems involved in leadership. film provides unique insights to investigate character and motive, as well as culture, allowing us to access meaning and significance through theoretical, analytic and dialogic inquiry. the course helps form in students the ability not only to be leaders, but in the words of robert frost, “awakeners.” through the time spent viewing films and entering into discourse, we will become more sophisticated observers and practitioners of leadership as we seek to understand the essence of leaders through artistic representation.",,
Leadership,LDRS 2370 Leading with Development in Mind  (4 Credits),"leadership is an emergent phenomenon predicated on relationships and power. it is imperative for leaders and leadership scholars to understand social construction to be sensitive to, recognize, and hopefully utilize generative power dynamics that influence individuals, collectives, and systems. robert kegan’s constructive development model aptly outlines the social constructivist epistemology and has been found to coach and develop more effective leaders and organizations for volatile, uncertain, complex, and ambiguous (vuca) situations. the course itself is a deep dive into different methods using social constructivist epistemology and a constant evaluation, or reevaluation, or how different paradigms influence our social behaviors. while the structure appears to separate theory with practice, the deep connections between the two realize the applied praxis of a leadership philosophy. beginning with an overview of the theory and epistemology of robert kegan’s cognitive development theory and social construction. the second half of the course will focus on integration of the theory into personal practice.",,
Leadership,LDRS 2400 Leadership and Sustainability in Belize  (4 Credits),"every day, decisions are made by leaders in business, government, and non-profit settings that impact sustainability in its many forms. this course explores multiple meanings and interpretations of sustainability. the course location of belize provides a perfect learning laboratory to examine how one country is attempting to balance the sometimes competing demands of economic, cultural, and environmental sustainability. course activities include staying at a low-environmental impact conference center in the rainforest, visiting a model environmentally sustainable island community, hearing guest lectures from various country experts, and exploring mayan ruins. through these activities students examine the role that leadership plays in contributing to small and large scale sustainability efforts. students must apply and receive instructor permission to register for this course.",,
Leadership,LDRS 2420 Leadership in the Movement for Irish Independence  (4 Credits),"much can be learned from the journey toward irish independence. through an intensive study of this movement, students will explore irish history and culture with specific focus on the role leaders played in gaining independence. students will visit historical sites in dublin, limerick, and cork and learn about leaders and their legacies from multiple national experts. from these experiences, students will reflect upon and draw connections between historical rebellion movements and those of today. priority for this course is given to leadership studies minors.",,
Leadership,"LDRS 2430 Leadership, Peace, and Conflict in Northern Ireland  (4 Credits)","much can be learned from the journey toward peace amidst the conflict in the republic of ireland and the united kingdom of great britain and northern ireland. through an intensive study of historical events and their resulting sociopolitical outcomes today, students will gain a deep understanding of the role of leadership, peace, and conflict studies in irish history. students will visit multiple sites, explore irish historical resources, and learn about leaders and their legacies from multiple national experts. from these experiences, students will reflect upon and draw connections between historical movements and those of today. ireland provides the ideal context for deep study of understanding leadership through conflict and efforts for peace. the history of ireland is a history of seeking independence, and many would say that complete independence was never truly achieved. indeed, when the irish free state was declared in 1921, only 4/5 of ireland became independent, with six remaining counties becoming a part of the united kingdom as northern ireland. a significant contingent of irish republicans disagreed with many provisions of the anglo-irish treaty and started a civil war lasting almost a year. struggles for irish independence continued in many ways, most specifically with “the troubles”, through most of the 20 th century until the good friday agreement in 1998. today, ireland maintains an open border with northern ireland and although peace in northern ireland is present, it remains tenuous with wounds that are still raw, and divisions that exist between catholics and protestants to this day. this course will focus on the period of the troubles and examine how conflicts from the past inform current contexts for the leadership needs of our time.",,
Leadership,LDRS 2440 Natures Lessons for Leadership  (4 Credits),"what can we as human beings learn from nature? how do we lead in a way that is responsible to our vision and can echo out to our communities? students will explore these questions together at the kennedy mountain campus through an intensive hands-on approach. grounded in theoretical perspectives such as nature’s principles for living, process leadership, and relational cultural theory, students will deepen their leadership practice through interactive exercises related to mindfulness, presence, and embodiment. various activities, like art creation, using senses to connect with nature, and strengthening empathy through listening, students will explore the interconnection of humanity while deepening awareness to self and others.",,
Leadership,"LDRS 2701 Topics in Leadership  (2,4 Credits)",this course introduces students to major topics in leadership studies that expand the parameters of the leadership studies program. topics vary reflecting the interests and expertise of the faculty. the course is repeatable. prerequisites:writ 1122 and writ 1133. course open to colorado women's college students only.,"WRIT 1122, WRIT 1133",
Leadership,LDRS 2911 The Job & Internship Search: Taking the Lead in Your Career Development  (2 Credits),"this course is designed to give students the unique resources, skills, confidence and tools necessary to be successful in the job and internship search and develop a mindset for strong workplace excellence and leadership. the search process involves much more than simply submitting a resume in the current economy. through in-class activities and assignments, students will understand workplace complexities, deepen self-knowledge around their abilities, strengths, and interests; and, integrate this information to develop a strong career action plan to successfully navigate their professional development. the course will include content delivered by career & professional development professionals, employers, and alumni.",,
Leadership,LDRS 2912 Careers and Leadership Development  (2 Credits),"this course is designed to facilitate student’s career and professional development through self-reflection, industry knowledge, and building professional connections. students will develop deep knowledge around their strengths and personal characteristics relevant to the world of work and how to leverage those unique abilities to successfully navigate future internship and work experiences, along with communicating their story and value add when connecting with employers. through targeted exercises and experiential learning, including readings and assignments, students will learn how to increase their emotional intelligence, self-esteem, and confidence, which is vital to workplace and leadership success. additionally, students will hear from local leaders and du alumni to provide further training and insight on topics that promote effective decision-making and planning for lifelong career progression and development.",,
Leadership,LDRS 2920 More than a Form: Adventures in Fellowships  (2 Credits),"this course is designed to empower students to develop their personal narratives and to pursue “good-fit” fellowship competitions that create pathways to impact. students will explore external fellowships, parse funding organizations’ criteria and priorities, and work through applications to tell a coherent narrative with attention to common application components such as personal statements; letters of recommendation; and reflections on leadership, service, and impact. class sessions and assignments will guide students through reflection about interests and goals, telling the story of their experiences, and identifying and preparing for competitive fellowships that will help them drive change on the issues that matter to them. students will gain a foundation for expanded knowledge and growth in line with the 4 d experience as well as practical tools and strategies for crafting competitive applications for external opportunities.",,
Leadership,LDRS 3000 Capstone: Leadership Ethics  (4 Credits),"this course completes the leadership studies minor as an undergraduate at du. it is designed to help students think in a structured, reflective way about the philosophical and behavioral ethics as relates to inclusive leadership. students will gain a greater understanding of their own and others’ ethical perspectives and develop stronger ethical decision making skills to navigate ambiguous situations and conflicting interests associated with future roles in society. a final leadership statement and code of ethics paper will allow students to summarize their learning, values and hopes for future leadership development and impact. prerequisites:ldrs 2017,ldrs 2018,ldrs 2019,ldrs 2040,ldrs 2050, and ldrs 2060.","LDRS 2017, LDRS 2018, LDRS 2019, LDRS 2040, LDRS 2050, LDRS 2060",
Leadership,LDRS 3500 Ethics in Leadership  (4 Credits),"to fully understand effective leaders, one must also appreciate and apply ethical perspectives and principles to leadership action. all forms of leadership communication involve ethical issues. this course is designed to increase students' understanding of the scope of ethical issues embedded in leadership activities, and to provide the opportunity to identify and discuss current ethical issues and challenges in our local to global world. research on and application of ethical leadership are discussed in a course environment that encourages and supports the expression of diverse ideas, opinions, and beliefs. the overarching goal of the course is to learn how to ethically navigate ambiguous situations and conflicting interests in one's role as a leader. prerequisites: ldrs 2517, ldrs 2518 and ldrs 2540 or ldrs 2541. course open to colorado women's college students only.","LDRS 2517, LDRS 2518, LDRS 2540, LDRS 2541",
Leadership,LDRS 3650 Co-Learning as Co-Leading: Critical Reflection on Development Praxis in South Africa  (4 Credits),"co-learning as co-leading: critical reflection on development praxis in south africa is a virtual summer module offered over a period of four weeks. it is a 4-credit elective focused on development, leadership, and gender in faith-based organizations in southern africa. the class is a collaboration between the university of denver leadership studies department and the university of kwa zulu-natal department of theology in durban, south africa. the course offers a space for reflection and deliberation to activists, community organizers, and students in leadership, theology, and community/non-profit development. it is designed as a productive learning space for students, researchers, and activists committed to harnessing feminist, queer, race-critical, and indigenous approaches to development in southern africa in general, and in faith-based ng os in particular. the course uses a collaborative and decolonial learning approach that draws on the knowledge and methods of all the participants. the course will offer a mix of classroom learning, facilitation, community-based service-learning and application, and praxis reflection in collaboration with the alan paton struggle archives at ukzn. the course comprises of two sets of participants: (1) student-participant who will be doing the course as part of a university/ college degree, and (2) activists-participants who will do the course as a way to reflect on their development praxis as it relates to the organization or social movement they are attached to. course participants will be collaborators and co-teachers/learners within the learning environment.",,
Leadership,LDRS 3980 Internship  (1-6 Credits),"the plp internship program provides individualized opportunities to gain valuable professional experience and build leadership skills. this hands-on program complements a student's academic major or a specified interest area that supports the student's leadership development through careful placement in community based learning. all three sectors of government, not-for-profit and private enterprise are available for internship learning opportunities.",,
Leadership,LDRS 3991 Independent Study  (1-5 Credits),,,
Leadership,LDRS 3995 Independent Research  (1-4 Credits),,,
Leadership and Organization Studies,LOS 1000 Frontline Manager Leadership Essentials  (5 Credits),"the course delivers foundational leadership and management skills necessary to succeed in a first management position and incorporates extensive one-on-one learner coaching. the core concepts for this course include the following: understanding oneself as a leader, including styles of leadership; strengthening relationships by understanding others, including diversity, equity, and inclusion; professional communication skills (oral, written, listening); delivering and receiving feedback and coaching employees; transitioning from a peer to a leader/manager role, developing a robust and inclusive team culture; building and motivating a high-performance team; and hiring, onboarding, and individual performance management. practical experience and application of content form the student experience. students leave with a professional leadership development plan for implementation in their front-line manager roles.",,
Leadership and Organization Studies,"LOS 1010 Essential Skills: Goal Setting, Time Management & Communication  (0 Credits)","this course delivers essential and practical skills in goal setting and motivation, time management, and communication. core concepts include professional communication skills (non-verbal, verbal, written, and listening), motivators to inform short and long-term goal setting and achievement, and time management techniques to better utilize time, prioritize tasks, and adapt to unexpected circumstances. learners can customize their learning journey through three different skill development levels. the course utilizes a work-based learning design that allows learners to integrate skill development with critical reflection for professional and personal growth.",,
Leadership and Organization Studies,LOS 2025 Leadership Development in Action  (4 Credits),"developing effective and successful leadership competencies is a lifelong endeavor that begins with the self and evolves throughout our career journey. in this course, inclusive leaders will be examined, including core leadership competencies and practices that may vary due to the organizational culture and structure. students will identify core behaviors and practices along with effective communication skills and problem-solving tools to effectively move an organization forward. students will assess their own leadership competencies and areas for growth to construct a personal leadership development plan.",,
Leadership and Organization Studies,LOS 2050 Organizational Behavior  (4 Credits),"organizations serve as the fundamental building blocks of society. most people spend hours of time weekly working in organizations. this course focuses on organizational structure and design by uncovering the dynamics of individual, work group/team and corporate behavior. through reading, case studies and interaction, students learn about decision-making, problem-solving, patterns of interaction and facilitation of change.",,
Leadership and Organization Studies,LOS 2100 Leadership  (4 Credits),"what is leadership and how do leaders lead? can leadership be learned? what skills do 21 st-century leaders need? this course provides an opportunity to examine leadership theories, to develop a personal understanding of leadership, and to explore the relations of leaders and followers. the essential skills of effective leaders are explored, such as elaborating a vision, facilitating communication, working with diversity in organizations, shaping an ethical climate, and facilitating change. students will be encouraged to examine systematically their own leadership potential as they reflect on historical and contemporary examples of effective business and political leaders as well as leaders of causes and social movements.",,
Leadership and Organization Studies,LOS 3050 Financial Management  (4 Credits),"all organizations, businesses, governments, and not-for-profits must deal with financial matters. this course provides opportunities to learn how to read and use financial data in order to develop systems for budget creation and control, profit forecasting, and long-range development. basic principles of accounting, cost analysis and control, revenue and expense forecasting, return on investment, and capital reinvestment are studied and applied to examples. the leader's roles in financial management are examined, including technical, conceptual, and value considerations.",,
Leadership and Organization Studies,LOS 3100 Leading with an Entrepreneurial Mindset  (4 Credits),"many people dream of being their own boss or starting their own business. this course explores the challenges of entrepreneurship, both starting a new business and bringing the entrepreneurial mindset to a large organization. students examine the basic processes underlying entrepreneurship, including idea generation, prospect assessment, cost analysis, creating buy-in, and launching the product or service. examples of successful and unsuccessful entrepreneurs will be examined to identify common patterns. students will study and discuss entrepreneurship as a set of skills, values, and attitudes, and are invited to consider how they can apply entrepreneurship as a life skill.",,
Leadership and Organization Studies,LOS 3150 Leading Groups and Teams  (4 Credits),"all teams are groups, but not all groups truly function as teams. successful organizational leaders recognize the differences and are adept at strategically creating diverse groups and teams to accomplish organizational goals. this course offers applied leadership strategies addressing the various types of teams, principles of team behavior, strategies for avoiding team dysfunction, effective team leadership, and leveraging interpersonal strategies and organizational resources to ensure collaboration, synergy, and effectiveness.",,
Leadership and Organization Studies,LOS 3200 Cross-Cultural Leadership  (4 Credits),"this course examines the leadership dynamics of culture, including but not limited to gender, socioeconomic status, race, religion, and social values at a global level. the purpose is to allow for the students to understand cultural competencies and give them the ability to manage in a diverse workforce in our twenty-first-century global society. because most successful companies recognize the value of workplace diversity and its impact on organizational effectiveness, many invest considerable time and resources into the development of cross-cultural leadership. this course explores the dynamic subject of cross-cultural leadership from multiple perspectives, using both domestic and international lenses for inquiry. it examines the related concepts of organizational communication, culture and cultural awareness, conflict resolution, and inclusive business systems. students will learn about leadership prospects and examine how cooperation among different cultural backgrounds lead to the achievement of common goals. students will explore best practice models that address cultural differences in the professional and personal space. additionally, they will learn how to adapt, communicate, and think critically in professional and personal settings.",,
Leadership and Organization Studies,LOS 3250 Learning in Organizations  (4 Credits),"accelerating change in society and in organizations challenges individuals and the organization as a whole to engage in a process of continuous learning. in this course, basic concepts of individual and organizational learning are explored both in terms of their intrinsic value to individuals and as the source of competitive advantage to the organization. how is learning conceived of and structured throughout organizations? how is the return on investment in learning evaluated? this course provides an overview of what organizations do for the training and development of employees, how they structure knowledge sharing, and how they institutionalize within the organization the knowledge of its members through effective knowledge management practices.",,
